Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
App.;Samn.;Appian;Samnitica;App. Samn.;App_Samn;Appian;;;;;;;;;@Book{App_Samn,author ={Appian}, title ={Samnitica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Samnitica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {App. Samn.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},};@Book{App_Samn,author ={Appian},  origtitle = {Samnitica }, shorthand = {App. Samn.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},}
App.;Sic.;Appian;Sicula;App. Sic.;App_Sic;Appian;;;;;;;;;@Book{App_Sic,author ={Appian}, title ={Sicula}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Sicula}, origlanguage = {}, translator = {}, editor = {}, shorthand = {App. Sic.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},};@Book{App_Sic,author ={Appian},  origtitle = {Sicula }, shorthand = {App. Sic.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},}
App.;Syr.;Appian;Syriaca;App. Syr.;App_Syr;Appian;;;;;;;;;@Book{App_Syr,author ={Appian}, title ={Syriaca}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Syriaca}, origlanguage = {}, translator = {}, editor = {}, shorthand = {App. Syr.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},};@Book{App_Syr,author ={Appian},  origtitle = {Syriaca }, shorthand = {App. Syr.}, shortauthor = {Appian}, keywords = {ancient}, options = {antik},}
Apul.;Flor.;Apuleius;florida;Apul. Flor.;Apul_Flor;Apuleius Madaurensis, Lucius;;;;;;;;;@Book{Apul_Flor,author ={Apuleius Madaurensis, Lucius}, title ={florida}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {florida}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Apul. Flor.}, shortauthor = {Apuleius}, keywords = {ancient}, options = {antik},};@Book{Apul_Flor,author ={Apuleius Madaurensis, Lucius},  origtitle = {florida }, shorthand = {Apul. Flor.}, shortauthor = {Apuleius}, keywords = {ancient}, options = {antik},}
Apul.;met.;Apuleius;metamorphoses;Apul. met.;Apul_met;Apuleius Madaurensis, Lucius;;;;;;;;;@Book{Apul_met,author ={Apuleius Madaurensis, Lucius}, title ={metamorphoses}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {metamorphoses}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Apul. met.}, shortauthor = {Apuleius}, keywords = {ancient}, options = {antik},};@Book{Apul_met,author ={Apuleius Madaurensis, Lucius},  origtitle = {metamorphoses }, shorthand = {Apul. met.}, shortauthor = {Apuleius}, keywords = {ancient}, options = {antik},}
Arat.;;Aratos;;Arat.;Arat;Aratos;;;;;;;;;@Book{Arat,author ={Aratos}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Arat.}, shortauthor = {Aratos}, keywords = {ancient}, options = {antik},};@Book{Arat,author ={Aratos},  origtitle = { }, shorthand = {Arat.}, shortauthor = {Aratos}, keywords = {ancient}, options = {antik},}
Archil.;;Archilochos;;Archil.;Archil;Archilochos;;;;;;;;;@Book{Archil,author ={Archilochos}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Archil.}, shortauthor = {Archilochos}, keywords = {ancient}, options = {antik},};@Book{Archil,author ={Archilochos},  origtitle = { }, shorthand = {Archil.}, shortauthor = {Archilochos}, keywords = {ancient}, options = {antik},}
Archim.;;Archimedes;;Archim.;Archim;Archimedes;;;;;;;;;@Book{Archim,author ={Archimedes}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Archim.}, shortauthor = {Archimedes}, keywords = {ancient}, options = {antik},};@Book{Archim,author ={Archimedes},  origtitle = { }, shorthand = {Archim.}, shortauthor = {Archimedes}, keywords = {ancient}, options = {antik},}
Archyt.;;Archytas;;Archyt.;Archyt;Archytas;;;;;;;;;@Book{Archyt,author ={Archytas}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Archyt.}, shortauthor = {Archytas}, keywords = {ancient}, options = {antik},};@Book{Archyt,author ={Archytas},  origtitle = { }, shorthand = {Archyt.}, shortauthor = {Archytas}, keywords = {ancient}, options = {antik},}
Aristeid.;;Ailios Aristeides;;Aristeid.;Aristeid;Ailios Aristeides;;;;;;;;;@Book{Aristeid,author ={Ailios Aristeides}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristeid.}, shortauthor = {Ailios Aristeides}, keywords = {ancient}, options = {antik},};@Book{Aristeid,author ={Ailios Aristeides},  origtitle = { }, shorthand = {Aristeid.}, shortauthor = {Ailios Aristeides}, keywords = {ancient}, options = {antik},}
Aristoph.;Ach.;Aristophanes;Acharnenses;Aristoph. Ach.;Aristoph_Ach;Aristophanes;;;;;;;;;@Book{Aristoph_Ach,author ={Aristophanes}, title ={Acharnenses}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Acharnenses}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Ach.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Ach,author ={Aristophanes},  origtitle = {Acharnenses }, shorthand = {Aristoph. Ach.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Av.;Aristophanes;Aves (Ornithes);Aristoph. Av.;Aristoph_Av;Aristophanes;;;;;;;;;@Book{Aristoph_Av,author ={Aristophanes}, title ={Aves (Ornithes)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Aves (Ornithes)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Av.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Av,author ={Aristophanes},  origtitle = {Aves (Ornithes) }, shorthand = {Aristoph. Av.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Eccl.;Aristophanes; Ecclesiazusae;Aristoph. Eccl.;Aristoph_Eccl;Aristophanes;;;;;;;;;@Book{Aristoph_Eccl,author ={Aristophanes}, title ={ Ecclesiazusae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = { Ecclesiazusae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Eccl.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Eccl,author ={Aristophanes},  origtitle = { Ecclesiazusae }, shorthand = {Aristoph. Eccl.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Equ.;Aristophanes;Equites (Hippeis);Aristoph. Equ.;Aristoph_Equ;Aristophanes;;;;;;;;;@Book{Aristoph_Equ,author ={Aristophanes}, title ={Equites (Hippeis)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Equites (Hippeis)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Equ.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Equ,author ={Aristophanes},  origtitle = {Equites (Hippeis) }, shorthand = {Aristoph. Equ.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Lys.;Aristophanes;Lysistrata;Aristoph. Lys.;Aristoph_Lys;Aristophanes;;;;;;;;;@Book{Aristoph_Lys,author ={Aristophanes}, title ={Lysistrata}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Lysistrata}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Lys.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Lys,author ={Aristophanes},  origtitle = {Lysistrata }, shorthand = {Aristoph. Lys.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Nub.;Aristophanes;Nubes (Nephelai);Aristoph. Nub.;Aristoph_Nub;Aristophanes;;;;;;;;;@Book{Aristoph_Nub,author ={Aristophanes}, title ={Nubes (Nephelai)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Nubes (Nephelai)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Nub.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Nub,author ={Aristophanes},  origtitle = {Nubes (Nephelai) }, shorthand = {Aristoph. Nub.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Pax;Aristophanes;Pax (Eirene);Aristoph. Pax;Aristoph_Pax;Aristophanes;;;;;;;;;@Book{Aristoph_Pax,author ={Aristophanes}, title ={Pax (Eirene)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Pax (Eirene)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Pax}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Pax,author ={Aristophanes},  origtitle = {Pax (Eirene) }, shorthand = {Aristoph. Pax}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Plut.;Aristophanes;Plutus;Aristoph. Plut.;Aristoph_Plut;Aristophanes;;;;;;;;;@Book{Aristoph_Plut,author ={Aristophanes}, title ={Plutus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Plutus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Plut.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Plut,author ={Aristophanes},  origtitle = {Plutus }, shorthand = {Aristoph. Plut.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Ran.;Aristophanes;Ranae (Batrachoi);Aristoph. Ran.;Aristoph_Ran;Aristophanes;;;;;;;;;@Book{Aristoph_Ran,author ={Aristophanes}, title ={Ranae (Batrachoi)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Ranae (Batrachoi)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Ran.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Ran,author ={Aristophanes},  origtitle = {Ranae (Batrachoi) }, shorthand = {Aristoph. Ran.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Thesm.;Aristophanes;Thesmophoriazusae;Aristoph. Thesm.;Aristoph_Thesm;Aristophanes;;;;;;;;;@Book{Aristoph_Thesm,author ={Aristophanes}, title ={Thesmophoriazusae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Thesmophoriazusae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Thesm.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Thesm,author ={Aristophanes},  origtitle = {Thesmophoriazusae }, shorthand = {Aristoph. Thesm.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristoph.;Vesp.;Aristophanes;Vespae (Sphekes);Aristoph. Vesp.;Aristoph_Vesp;Aristophanes;;;;;;;;;@Book{Aristoph_Vesp,author ={Aristophanes}, title ={Vespae (Sphekes)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Vespae (Sphekes)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristoph. Vesp.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},};@Book{Aristoph_Vesp,author ={Aristophanes},  origtitle = {Vespae (Sphekes) }, shorthand = {Aristoph. Vesp.}, shortauthor = {Aristophanes}, keywords = {ancient}, options = {antik},}
Aristot.;an.;Aristoteles;de anima (peri psyches);Aristot. an.;Aristot_an;{Aristoteles};;;;;;;;;@Book{Aristot_an,author ={{Aristoteles}}, title ={de anima (peri psyches)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de anima (peri psyches)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. an.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_an,author ={{Aristoteles}},  origtitle = {de anima (peri psyches) }, shorthand = {Aristot. an.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;an post.;Aristoteles;analytica posteriora;Aristot. an post.;Aristot_an_post;{Aristoteles};;;;;;;;;@Book{Aristot_an_post,author ={{Aristoteles}}, title ={analytica posteriora}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {analytica posteriora}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. an post.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_an_post,author ={{Aristoteles}},  origtitle = {analytica posteriora }, shorthand = {Aristot. an post.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;an pr.;Aristoteles;analytica priora;Aristot. an pr.;Aristot_an_pr;{Aristoteles};;;;;;;;;@Book{Aristot_an_pr,author ={{Aristoteles}}, title ={analytica priora}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {analytica priora}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. an pr.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_an_pr,author ={{Aristoteles}},  origtitle = {analytica priora }, shorthand = {Aristot. an pr.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;Ath. pol.;Aristoteles;Athenaion politeia;Aristot. Ath. pol.;Aristot_Ath_pol;{Aristoteles};;;;;;;;;@Book{Aristot_Ath_pol,author ={{Aristoteles}}, title ={Athenaion politeia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Athenaion politeia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. Ath. pol.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_Ath_pol,author ={{Aristoteles}},  origtitle = {Athenaion politeia }, shorthand = {Aristot. Ath. pol.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;cael.;Aristoteles;de caelo;Aristot. cael.;Aristot_cael;{Aristoteles};;;;;;;;;@Book{Aristot_cael,author ={{Aristoteles}}, title ={de caelo}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de caelo}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. cael.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_cael,author ={{Aristoteles}},  origtitle = {de caelo }, shorthand = {Aristot. cael.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;cat.;Aristoteles;categoriae;Aristot. cat.;Aristot_cat;{Aristoteles};;;;;;;;;@Book{Aristot_cat,author ={{Aristoteles}}, title ={categoriae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {categoriae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. cat.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_cat,author ={{Aristoteles}},  origtitle = {categoriae }, shorthand = {Aristot. cat.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;col.;Aristoteles;de coloribus (περὶ χρωμάτων);Aristot. col.;Aristot_col;{Aristoteles};;;;;;;;;@Book{Aristot_col,author ={{Aristoteles}}, title ={de coloribus (περὶ χρωμάτων)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de coloribus (περὶ χρωμάτων)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. col.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_col,author ={{Aristoteles}},  origtitle = {de coloribus (περὶ χρωμάτων) }, shorthand = {Aristot. col.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;div.;Aristoteles;de divinatione (peri mantikes);Aristot. div.;Aristot_div;{Aristoteles};;;;;;;;;@Book{Aristot_div,author ={{Aristoteles}}, title ={de divinatione (peri mantikes)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de divinatione (peri mantikes)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. div.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_div,author ={{Aristoteles}},  origtitle = {de divinatione (peri mantikes) }, shorthand = {Aristot. div.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
Aristot.;Eth. Eud.;Aristoteles; ethica Eudemia;Aristot. Eth. Eud.;Aristot_Eth_Eud;{Aristoteles};;;;;;;;;@Book{Aristot_Eth_Eud,author ={{Aristoteles}}, title ={ ethica Eudemia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = { ethica Eudemia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aristot. Eth. Eud.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},};@Book{Aristot_Eth_Eud,author ={{Aristoteles}},  origtitle = { ethica Eudemia }, shorthand = {Aristot. Eth. Eud.}, shortauthor = {Aristoteles}, keywords = {ancient}, options = {antik},}
